state,volume,av_probability
up,0.0,0.4579876335019674
up,712.812,0.4766666666666666
up,711.903,0.4626666666666666
up,298.404,0.6091666666666667
up,302.478,0.5133333333333333
up,519.516,0.614
up,109.855,0.6649999999999999
up,234.417,0.39142857142857146
up,715.583,0.5226666666666666
up,273.165,0.43200000000000005
up,260.462,0.6366666666666666
up,111.825,0.6233333333333334
up,521.916,0.7575
up,240.03,0.47000000000000003
up,211.828,0.62
up,394.896,0.5725
up,296.539,0.6483333333333334
up,245.087,0.3975
up,461.143,0.6166666666666667
up,184.01,0.48
up,113.592,0.6766666666666667
up,231.747,0.31
up,466.872,0.5977777777777776
up,238.555,0.3275
up,492.442,0.6325000000000001
up,261.086,0.6699999999999999
up,184.787,0.5271428571428572
up,436.162,0.5075000000000001
up,512.537,0.77
up,212.472,0.5633333333333334
up,176.782,0.48
up,207.785,0.4677777777777778
up,182.653,0.5342857142857141
up,1040.836,0.7341176470588235
up,187.491,0.4683333333333333
up,289.165,0.39
up,391.161,0.6599999999999999
up,263.576,0.6699999999999999
up,281.654,0.6900000000000001
up,211.051,0.615
up,302.637,0.20166666666666666
up,452.297,0.7533333333333333
up,383.82,0.6183333333333333
up,179.632,0.47500000000000003
up,287.241,0.7083333333333334
up,560.816,0.6326666666666666
up,279.565,0.6966666666666667
up,263.955,0.392
up,299.57,0.6315384615384616
up,437.151,0.44749999999999995
up,240.842,0.4666666666666666
up,192.092,0.41
up,448.895,0.48200000000000004
up,187.368,0.5414285714285714
up,613.499,0.7433333333333333
up,267.897,0.5485714285714286
up,410.236,0.6499999999999999
up,288.908,0.255
up,245.233,0.404
up,277.87,0.42400000000000004
up,412.852,0.576
up,183.795,0.4733333333333334
up,523.359,0.784
up,240.826,0.43333333333333335
up,421.56,0.5025
up,204.854,0.4833333333333333
up,104.219,0.5
up,303.433,0.49833333333333335
up,270.71,0.382
up,300.348,0.19000000000000003
up,244.877,0.252
up,207.44,0.47111111111111115
up,405.873,0.6279999999999999
up,455.138,0.675
up,562.014,0.5442857142857143
up,187.374,0.635
up,738.318,0.6024999999999999
up,601.842,0.7500000000000001
up,500.994,0.6250000000000001
up,474.591,0.7266666666666666
up,210.968,0.53
up,243.165,0.4366666666666667
up,392.94,0.57
up,745.07,0.5922222222222222
up,428.512,0.4925
up,471.528,0.44166666666666665
up,598.853,0.828888888888889
up,458.767,0.4585714285714286
up,105.131,0.51
up,306.428,0.5166666666666666
up,183.591,0.345
up,331.051,0.4514285714285715
up,538.908,0.587
up,946.814,0.6399999999999999
up,1050.299,0.7116666666666667
up,238.748,0.43333333333333335
up,316.006,0.29285714285714287
up,292.555,0.27
up,423.179,0.5566666666666666
up,408.822,0.599
up,270.322,0.4383333333333333
up,183.346,0.605
up,275.673,0.46142857142857147
up,211.625,0.53
up,322.782,0.6333333333333333
up,262.247,0.368
up,282.311,0.245
up,200.972,0.6866666666666666
up,331.129,0.6519999999999999
up,429.185,0.5509090909090909
up,388.199,0.64
up,228.185,0.8233333333333334
up,150.225,0.5
up,215.792,0.6633333333333333
up,947.838,0.635625
up,301.947,0.22333333333333336
up,382.177,0.695
up,145.979,0.49500000000000005
up,963.832,0.7172222222222223
up,324.161,0.658
up,445.03,0.60875
up,355.928,0.571
up,1014.28,0.7499999999999999
up,228.088,0.7966666666666667
up,469.493,0.5166666666666666
up,768.312,0.5866666666666667
up,351.315,0.545
up,476.074,0.46333333333333343
up,490.129,0.43066666666666664
up,123.252,0.6533333333333333
up,153.889,0.46666666666666673
up,670.424,0.6416666666666667
up,647.318,0.6733333333333333
up,336.964,0.7899999999999999
up,482.066,0.426
up,433.014,0.5466666666666666
up,450.546,0.5387500000000001
up,548.349,0.51625
up,844.746,0.7333333333333333
up,624.08,0.6606666666666666
up,358.82,0.564
up,426.418,0.546
up,235.45,0.44333333333333336
up,409.588,0.6576923076923078
up,550.991,0.5816666666666667
up,408.835,0.562
up,340.669,0.79
up,465.022,0.7116666666666668
up,430.048,0.576
up,549.405,0.52875
up,474.632,0.7041666666666666
up,847.773,0.6773333333333332
up,476.207,0.6983333333333334
up,367.113,0.76
up,891.893,0.6161538461538462
up,896.091,0.6171428571428572
up,559.793,0.49374999999999997
up,868.914,0.7073333333333333
up,307.031,0.6291666666666667
up,878.029,0.6385714285714286
up,427.355,0.6216666666666667
up,447.858,0.7633333333333333
up,0.0,0.4834727703235991
up,180.28,0.45
up,130.334,0.89
up,126.816,0.88
up,165.575,0.643
up,144.416,0.54
up,266.694,0.6940000000000001
up,231.374,0.6288888888888888
up,134.794,0.6000000000000001
up,162.854,0.485
up,146.596,0.6325000000000001
up,472.38,0.5842857142857143
up,109.311,0.63
up,291.795,0.572
up,200.583,0.22833333333333336
up,194.935,0.7066666666666666
up,208.507,0.7142857142857143
up,342.158,0.85
up,126.837,0.6633333333333334
up,123.3,0.5475
up,97.431,0.5855555555555555
up,452.624,0.5416666666666666
up,284.662,0.6825
up,113.175,0.6883333333333334
up,300.142,0.42800000000000005
up,402.973,0.5075
up,101.954,0.6225
up,117.724,0.63
up,273.666,0.5533333333333333
up,925.102,0.634
up,145.702,0.54
up,142.162,0.7566666666666667
up,522.27,0.383
up,82.727,0.7275
up,293.483,0.43166666666666664
up,141.818,0.76
up,107.954,0.5900000000000001
up,68.549,0.6475
up,228.591,0.51
up,64.275,0.6
up,161.575,0.7162499999999999
up,524.605,0.4671428571428571
up,398.702,0.7416666666666667
up,608.977,0.3628571428571429
up,417.341,0.394
up,986.06,0.724375
up,337.284,0.5175000000000001
up,235.616,0.7633333333333333
up,127.985,0.6155555555555555
up,177.405,0.26
up,258.297,0.6283333333333333
up,265.336,0.5933333333333334
up,328.539,0.5158333333333334
up,331.431,0.86
up,538.329,0.4981818181818181
up,264.588,0.5963636363636363
up,221.981,0.51
up,198.677,0.765
up,759.456,0.524
up,129.623,0.6075
up,237.391,0.636
up,320.511,0.5475000000000001
up,202.615,0.7737499999999999
up,1237.661,0.6407142857142858
up,184.658,0.71
up,269.92,0.6133333333333333
up,199.121,0.45999999999999996
up,269.391,0.63
up,408.149,0.4957142857142857
up,468.961,0.5014285714285714
up,192.504,0.45999999999999996
up,472.909,0.45285714285714285
up,287.939,0.426
up,302.819,0.46166666666666667
up,469.471,0.5385714285714286
up,217.084,0.808
up,219.892,0.4325
up,373.402,0.6383333333333333
up,184.065,0.655
up,280.883,0.6025
up,294.091,0.6899999999999998
up,227.718,0.602
up,177.869,0.44333333333333336
up,190.993,0.554
up,244.234,0.624
up,180.56,0.484
up,314.24,0.8866666666666667
up,402.479,0.46875000000000006
up,328.301,0.5675
up,193.535,0.17
up,158.126,0.62
up,104.369,0.718
up,165.114,0.21
up,176.375,0.61
up,449.685,0.7020000000000001
up,160.641,0.35428571428571426
up,258.228,0.688
up,289.419,0.406
up,265.715,0.3425
up,150.073,0.76
up,230.793,0.7424999999999999
up,518.599,0.6016666666666667
up,197.015,0.7133333333333333
up,379.708,0.404
up,232.456,0.33199999999999996
up,95.837,0.71
up,250.158,0.5625
up,344.463,0.6822222222222222
up,231.753,0.3325
up,244.52,0.5533333333333333
up,407.053,0.41555555555555557
up,184.837,0.48500000000000004
up,261.989,0.6444444444444444
up,202.952,0.5449999999999999
up,556.065,0.46684210526315784
up,1031.151,0.6933333333333334
up,174.395,0.6266666666666666
up,261.988,0.43
up,384.879,0.77
up,205.425,0.656
up,234.539,0.49
up,356.149,0.4614285714285714
up,212.462,0.655
up,212.115,0.546
up,273.272,0.5599999999999999
up,381.773,0.838181818181818
up,417.786,0.4133333333333334
up,254.596,0.6216666666666667
up,125.662,0.91
up,161.747,0.27
up,238.391,0.8033333333333332
up,406.82,0.5007692307692307
up,451.546,0.7316666666666666
up,223.487,0.5333333333333333
up,373.003,0.725
up,265.123,0.4885714285714286
up,496.645,0.4511764705882353
up,196.85,0.39
up,257.984,0.7425
up,267.479,0.6157142857142857
up,374.026,0.3666666666666667
up,175.717,0.355
up,399.991,0.6566666666666666
up,354.918,0.5883333333333334
up,420.274,0.6885714285714286
up,285.502,0.78
up,239.053,0.6166666666666666
up,214.801,0.4699999999999999
up,787.974,0.6429411764705882
up,197.366,0.5940000000000001
up,365.978,0.56
up,439.52,0.6757142857142858
up,305.601,0.788
up,351.125,0.5333333333333333
up,559.338,0.5466666666666666
up,162.623,0.855
up,534.869,0.68
up,427.918,0.75625
up,268.6,0.615
up,497.576,0.5133333333333332
up,580.048,0.655
up,339.615,0.26
up,182.463,0.37714285714285717
up,732.972,0.8484615384615386
up,266.732,0.632
up,461.095,0.5783333333333334
up,277.116,0.64125
up,282.417,0.69
up,496.088,0.6466666666666666
up,260.119,0.67
up,482.749,0.7859999999999999
up,643.695,0.6833333333333333
up,349.532,0.46249999999999997
up,899.284,0.623529411764706
up,262.883,0.73
up,374.829,0.8250000000000001
up,534.602,0.3814285714285714
up,334.598,0.7166666666666668
up,300.686,0.505
up,311.867,0.675
up,497.433,0.6145454545454546
up,682.725,0.76
up,222.64,0.24333333333333332
up,301.138,0.508
up,597.468,0.5033333333333333
up,315.589,0.6
up,566.421,0.6064285714285714
up,367.026,0.61
up,702.235,0.5
up,525.626,0.692
up,440.9,0.49727272727272726
up,382.622,0.505
up,259.31,0.645
up,240.156,0.67
up,467.263,0.5977777777777777
up,337.655,0.4011111111111111
up,577.07,0.68
up,409.84,0.73
up,571.025,0.5616666666666666
up,745.338,0.8389473684210527
up,503.196,0.7333333333333334
up,620.861,0.4566666666666667
up,560.228,0.8379999999999999
up,324.695,0.78
up,537.005,0.7450000000000001
up,1753.701,0.7832258064516128
up,397.286,0.5525
up,1500.684,0.7839999999999999
up,387.19,0.8727272727272727
up,435.883,0.8712500000000001
up,523.264,0.6707692307692308
up,485.743,0.6942857142857143
up,757.587,0.8155555555555556
up,747.037,0.6738461538461539
up,342.348,0.7316666666666668
up,302.118,0.49000000000000005
up,580.109,0.625
up,574.656,0.8363636363636364
up,355.377,0.61
up,223.712,0.745
up,476.439,0.5233333333333333
up,477.491,0.7571428571428571
up,576.904,0.5071428571428572
up,792.197,0.5636363636363636
up,346.898,0.6641666666666667
up,925.944,0.8352631578947367
up,804.635,0.6905882352941177
up,526.492,0.6699999999999999
up,1471.946,0.6357894736842106
up,1062.88,0.656
up,416.997,0.60625
up,1840.218,0.6485714285714286
up,810.194,0.5860000000000001
up,483.485,0.6100000000000001
up,756.753,0.8443750000000001
up,1072.33,0.6727777777777777
up,855.632,0.73
up,792.244,0.640625
up,1225.517,0.7461904761904763
up,787.677,0.6000000000000001
up,630.391,0.7857142857142857
up,818.361,0.6779999999999998
up,1356.09,0.6003225806451614
up,1642.045,0.6322580645161291
up,1608.246,0.6623076923076924
up,0.0,0.49211340206185566
up,364.369,0.49090909090909085
up,399.167,0.215
up,256.289,0.53
up,279.196,0.202
up,748.09,0.682
up,334.888,0.45
up,215.853,0.6075
up,101.203,0.61875
up,346.023,0.4125
up,193.944,0.8133333333333334
up,308.17,0.59
up,327.461,0.3871428571428571
up,206.888,0.6666666666666666
up,444.336,0.2777777777777778
up,181.541,0.6233333333333333
up,184.884,0.6183333333333333
up,235.301,0.39799999999999996
up,205.804,0.5299999999999999
up,342.834,0.7144444444444444
up,185.358,0.6366666666666667
up,357.661,0.6
up,234.3,0.30599999999999994
up,322.085,0.48666666666666664
up,230.817,0.18142857142857147
up,248.271,0.4466666666666666
up,313.978,0.515
up,262.622,0.366
up,304.916,0.4000000000000001
up,390.978,0.68875
up,133.139,0.8083333333333332
up,209.265,0.4483333333333333
up,226.0,0.5900000000000001
up,335.991,0.405
up,217.417,0.5549999999999999
up,234.899,0.374
up,203.654,0.2966666666666667
up,102.92,0.30333333333333334
up,136.426,0.796
up,184.619,0.376
up,452.281,0.5335294117647059
up,262.9,0.7214285714285714
up,364.743,0.64
up,216.041,0.3425
up,169.353,0.4588888888888889
up,603.862,0.6814285714285714
up,317.059,0.534
up,327.214,0.36250000000000004
up,249.369,0.22857142857142856
up,330.569,0.4025
up,284.639,0.5549999999999999
up,258.603,0.74
up,191.076,0.5771428571428572
up,175.652,0.7374999999999999
up,354.648,0.37
up,166.434,0.71
up,244.277,0.315
up,229.054,0.588
up,180.392,0.57
up,268.851,0.725
up,185.708,0.35
up,395.368,0.42444444444444446
up,332.578,0.716
up,159.856,0.49750000000000005
up,246.44,0.5249999999999999
up,301.048,0.7033333333333333
up,205.236,0.3
up,339.483,0.41875
up,232.017,0.31333333333333335
up,196.082,0.6933333333333334
up,508.628,0.6116666666666667
up,266.424,0.6016666666666667
up,250.339,0.2925
up,321.335,0.48000000000000004
up,272.684,0.36624999999999996
up,382.572,0.64
up,279.403,0.82
up,225.823,0.46375
up,357.653,0.2733333333333333
up,435.84,0.6344444444444446
up,360.93,0.6733333333333333
up,322.397,0.4984615384615384
up,538.029,0.6683333333333334
up,249.561,0.81
up,298.371,0.7300000000000001
up,347.025,0.6683333333333333
up,229.745,0.39799999999999996
up,265.534,0.5442857142857143
up,366.402,0.45222222222222225
up,450.643,0.41
up,487.87,0.5383333333333334
up,252.731,0.6733333333333333
up,296.917,0.6737500000000001
up,398.154,0.5285714285714286
up,494.679,0.293
up,254.835,0.56
up,360.722,0.5575
up,200.806,0.6250000000000001
up,447.127,0.835
up,441.525,0.6433333333333334
up,291.895,0.5925
up,365.229,0.47250000000000003
up,245.881,0.5383333333333333
up,285.046,0.7999999999999999
up,357.342,0.6563636363636364
up,200.114,0.626
up,704.721,0.4080952380952381
up,385.3,0.55
up,523.556,0.5833333333333334
up,292.739,0.635
up,466.891,0.3725
up,436.67,0.506
up,860.188,0.465
up,398.147,0.3577777777777778
up,383.433,0.612
up,289.486,0.726
up,373.974,0.4716666666666667
up,185.784,0.57
up,292.728,0.735
up,551.297,0.5333333333333333
up,453.03,0.541
up,490.319,0.7276923076923077
up,419.318,0.5828571428571429
up,626.607,0.6733333333333332
up,489.076,0.5428571428571428
up,1086.811,0.6466666666666667
up,432.124,0.31
up,348.097,0.6459999999999999
up,549.572,0.3153846153846154
up,767.709,0.6516666666666666
up,532.9,0.4633333333333334
up,514.681,0.6042857142857143
up,799.798,0.6308333333333335
up,771.78,0.75
up,638.609,0.6566666666666667
up,508.193,0.5133333333333333
up,519.236,0.5171428571428571
up,377.87,0.6525000000000001
up,463.531,0.7
up,1515.274,0.6346666666666667
up,623.875,0.40894736842105267
up,682.813,0.7326666666666668
up,465.698,0.701875
up,551.005,0.5709090909090908
up,705.476,0.5475
up,1313.034,0.5426086956521738
up,883.645,0.6942857142857143
up,728.384,0.7339999999999999
up,925.926,0.6290909090909091
up,564.27,0.7811111111111111
up,878.086,0.625
up,1100.334,0.6362962962962962
up,1116.37,0.6205882352941177
up,1125.227,0.7665384615384616
up,1075.356,0.7573684210526316
up,1602.087,0.6600000000000001
up,2192.417,0.632093023255814
up,1277.536,0.7434615384615385
up,1209.991,0.716
up,5337.238,0.6891549295774648
up,0.0,0.5089015151515152
up,339.926,0.6036363636363636
up,350.561,0.54
up,1097.036,0.7111764705882353
up,1013.896,0.6490909090909089
up,260.235,0.40599999999999997
up,85.983,0.6966666666666667
up,358.872,0.31857142857142856
up,296.426,0.6325000000000001
up,73.238,0.4975
up,269.549,0.44875
up,357.061,0.39454545454545453
up,253.8,0.35714285714285715
up,364.095,0.6785714285714286
up,254.363,0.5044444444444445
up,378.728,0.335
up,176.772,0.584
up,231.179,0.39
up,116.223,0.772
up,139.043,0.404
up,272.111,0.43714285714285717
up,283.344,0.46399999999999997
up,255.213,0.366
up,430.76,0.6599999999999999
up,191.409,0.5375
up,369.656,0.645
up,269.85,0.2833333333333333
up,79.353,0.59
up,475.506,0.5479999999999999
up,145.179,0.6566666666666666
up,333.946,0.13999999999999999
up,357.429,0.53
up,316.667,0.69
up,317.928,0.5225
up,231.766,0.37333333333333335
up,201.307,0.42
up,199.906,0.48
up,173.688,0.5766666666666667
up,239.85,0.295
up,348.892,0.5275
up,276.317,0.5516666666666666
up,420.948,0.6275
up,346.83,0.5166666666666667
up,479.894,0.3855555555555556
up,213.58,0.71
up,221.305,0.38125000000000003
up,181.885,0.23200000000000004
up,507.708,0.48333333333333334
up,205.088,0.33428571428571424
up,4007.995,0.6601612903225806
up,247.084,0.6
up,354.676,0.6658333333333333
up,180.326,0.625
up,234.32,0.4566666666666667
up,348.015,0.31999999999999995
up,413.153,0.6130000000000001
up,79.032,0.4166666666666667
up,374.937,0.49
up,189.408,0.3216666666666667
up,530.505,0.62125
up,245.438,0.49799999999999994
up,348.633,0.2675
up,537.497,0.36181818181818187
up,281.03,0.68875
up,219.32,0.7474999999999999
up,264.692,0.31333333333333335
up,256.24,0.366
up,258.559,0.69
up,352.631,0.628
up,325.121,0.7142857142857143
up,136.782,0.4314285714285715
up,235.13,0.3457142857142857
up,306.087,0.5875
up,370.143,0.45166666666666666
up,230.312,0.6633333333333334
up,216.428,0.50875
up,873.581,0.6029411764705883
up,426.516,0.527142857142857
up,257.003,0.53
up,221.861,0.155
up,238.646,0.30999999999999994
up,284.299,0.332
up,278.629,0.406
up,247.893,0.372
up,215.241,0.6325000000000001
up,536.235,0.6200000000000001
up,283.393,0.768
up,272.113,0.63
up,391.131,0.6233333333333333
up,574.148,0.7983333333333333
up,290.155,0.4825
up,340.853,0.489090909090909
up,284.158,0.5879999999999999
up,269.872,0.3577777777777778
up,351.609,0.3333333333333333
up,228.454,0.505
up,280.779,0.49142857142857144
up,213.266,0.595
up,259.944,0.4625
up,379.326,0.5349999999999999
up,339.062,0.4583333333333334
up,342.19,0.7642857142857142
up,265.475,0.89
up,439.399,0.53
up,219.704,0.744
up,165.687,0.5457142857142857
up,379.468,0.5214285714285715
up,196.622,0.5283333333333333
up,511.693,0.79125
up,396.661,0.7066666666666667
up,226.313,0.55
up,357.072,0.2916666666666667
up,251.36,0.6266666666666666
up,434.103,0.6910000000000001
up,738.149,0.6241176470588234
up,681.177,0.7769999999999999
up,404.649,0.65625
up,508.476,0.36666666666666664
up,182.258,0.5988888888888889
up,435.723,0.205
up,464.29,0.5875
up,360.694,0.60625
up,311.615,0.5966666666666667
up,490.614,0.6279999999999999
up,608.994,0.6311111111111112
up,536.885,0.49375
up,329.703,0.5366666666666666
up,640.239,0.5626666666666668
up,669.078,0.602857142857143
up,415.814,0.8009090909090908
up,798.825,0.5079166666666667
up,537.111,0.624
up,435.667,0.5399999999999999
up,478.63,0.5244444444444445
up,311.893,0.586
up,329.826,0.64
up,590.092,0.37333333333333335
up,249.662,0.6475
up,548.964,0.65
up,1098.071,0.5286666666666666
up,835.938,0.6516666666666667
up,1034.746,0.6993750000000001
up,432.078,0.6733333333333333
up,616.593,0.7706666666666666
up,591.795,0.725
up,499.168,0.595
up,956.672,0.7011764705882354
up,846.939,0.5771428571428571
up,1466.259,0.73
up,912.458,0.7923076923076924
up,2775.942,0.6502000000000001
up,1231.647,0.6241176470588234
up,1131.226,0.6547826086956521
up,944.047,0.5852631578947369
up,1243.876,0.6114285714285714
up,2161.952,0.6606818181818181
up,1332.902,0.759047619047619
up,0.0,0.4900145560407569
up,4143.356,0.6193939393939394
up,508.225,0.6041666666666666
up,229.861,0.545
up,510.442,0.6025
up,88.32,0.672
up,85.723,0.6799999999999999
up,517.953,0.6316666666666667
up,89.317,0.6859999999999999
up,118.478,0.6657142857142857
up,117.727,0.6757142857142858
up,472.397,0.5688888888888889
up,106.497,0.7460000000000001
up,125.645,0.46749999999999997
up,229.041,0.535
up,117.388,0.6342857142857142
up,138.337,0.49333333333333335
up,290.646,0.735
up,341.847,0.7749999999999999
up,114.024,0.614
up,200.316,0.595
up,80.211,0.5133333333333333
up,228.575,0.595
up,123.634,0.606
up,261.356,0.5555555555555556
up,80.567,0.6000000000000001
up,112.148,0.5980000000000001
up,127.226,0.595
up,76.517,0.62
up,191.456,0.546
up,105.801,0.728
up,113.557,0.63
up,328.176,0.735
up,259.678,0.5522222222222223
up,286.162,0.735
up,139.386,0.402
up,105.297,0.7260000000000001
up,197.202,0.31
up,385.718,0.33999999999999997
up,81.315,0.49749999999999994
up,205.504,0.35
up,206.722,0.5625
up,468.374,0.51875
up,292.668,0.35333333333333333
up,196.141,0.386
up,478.633,0.6736363636363637
up,83.446,0.5175000000000001
up,281.311,0.4739999999999999
up,144.468,0.29833333333333334
up,207.278,0.61
up,484.329,0.5836363636363637
up,223.054,0.6485714285714286
up,143.175,0.30833333333333335
up,332.823,0.75
up,226.535,0.5266666666666667
up,607.94,0.38833333333333336
up,328.952,0.7885714285714286
up,143.724,0.27285714285714285
up,140.346,0.4428571428571429
up,200.043,0.5675
up,316.488,0.51
up,253.953,0.5588888888888889
up,284.89,0.592
up,499.826,0.6618181818181817
up,342.452,0.8242857142857142
up,316.353,0.555
up,369.525,0.32923076923076927
up,235.446,0.605
up,84.548,0.5075
up,209.639,0.5233333333333333
up,252.612,0.44
up,482.587,0.5315384615384615
up,425.425,0.16666666666666666
up,185.71,0.37750000000000006
up,318.546,0.55
up,485.561,0.6536363636363636
up,318.404,0.6218181818181818
up,462.893,0.5650000000000001
up,226.211,0.33666666666666667
up,255.625,0.45
up,196.902,0.5675
up,343.162,0.8171428571428571
up,228.895,0.6699999999999999
up,255.921,0.73
up,218.252,0.75
up,225.724,0.7485714285714286
up,229.152,0.49000000000000005
up,301.823,0.20333333333333334
up,643.968,0.36200000000000004
up,324.965,0.6254545454545454
up,255.931,0.4266666666666667
up,426.062,0.19666666666666666
up,208.273,0.515
up,184.308,0.21999999999999997
up,674.38,0.6459999999999999
up,184.773,0.35
up,534.5,0.34
up,216.563,0.4466666666666666
up,205.072,0.4883333333333333
up,468.552,0.5162500000000001
up,209.2,0.53
up,224.567,0.6757142857142858
up,457.786,0.73
up,640.158,0.41
up,431.447,0.46666666666666673
up,183.859,0.536
up,951.635,0.5319047619047619
up,422.876,0.47833333333333333
up,360.078,0.4525
up,237.079,0.438
up,208.937,0.48
up,218.949,0.7455555555555556
up,236.148,0.625
up,387.838,0.32909090909090905
up,110.48,0.515
up,415.786,0.16666666666666666
up,429.235,0.47833333333333333
up,245.001,0.59
up,227.794,0.472
up,811.219,0.7254545454545455
up,190.177,0.5883333333333333
up,193.365,0.516
up,191.269,0.6039999999999999
up,229.579,0.63
up,658.958,0.6071428571428571
up,192.48,0.5585714285714286
up,208.735,0.44
up,327.279,0.61
up,665.689,0.5949999999999999
up,243.904,0.5733333333333334
up,539.485,0.345
up,654.55,0.6144444444444443
up,292.721,0.535
up,206.785,0.85
up,111.073,0.4733333333333334
up,223.296,0.74
up,210.197,0.5675
up,247.906,0.426
up,238.294,0.438
up,176.557,0.54
up,292.043,0.5377777777777778
up,658.658,0.44083333333333324
up,620.582,0.4583333333333334
up,283.719,0.54625
up,373.719,0.4575
up,189.114,0.5980000000000001
up,181.755,0.51
up,606.131,0.6885714285714286
up,205.497,0.79
up,185.783,0.4699999999999999
up,111.77,0.4633333333333333
up,179.233,0.56
up,389.613,0.768
up,186.294,0.8366666666666666
up,287.734,0.5277777777777778
up,351.296,0.4266666666666667
up,354.317,0.5785714285714285
up,593.876,0.429
up,242.304,0.4575
up,357.824,0.57
up,354.224,0.5771428571428572
up,730.986,0.7895238095238096
up,221.849,0.722
up,646.192,0.5774999999999999
up,526.313,0.4055555555555556
up,680.399,0.61
up,211.5,0.724
up,942.75,0.5370833333333334
up,962.709,0.52875
up,216.043,0.7300000000000001
up,628.509,0.7057142857142856
up,447.1,0.5733333333333334
up,638.534,0.6921428571428573
up,855.813,0.726111111111111
up,632.34,0.72125
up,431.672,0.608
up,437.535,0.49222222222222217
up,667.788,0.58
up,666.558,0.6849999999999999
up,446.287,0.44333333333333336
up,781.089,0.5592857142857144
up,748.893,0.8061904761904761
up,559.387,0.5244444444444444
up,764.011,0.6035714285714285
up,507.505,0.535
up,517.129,0.5599999999999999
up,649.431,0.741111111111111
up,588.318,0.4933333333333333
up,406.213,0.5011111111111111
up,776.693,0.8186666666666667
up,742.437,0.5692857142857143
up,775.944,0.82
up,819.771,0.5749999999999998
up,456.751,0.44857142857142857
up,392.445,0.771
up,508.351,0.5591666666666667
up,524.342,0.71
up,396.936,0.765
up,1511.287,0.6308823529411763
up,1543.272,0.6313157894736844
up,864.942,0.6749999999999999
up,753.988,0.8095238095238095
up,778.801,0.6758823529411764
up,1140.481,0.595
up,782.165,0.8505882352941176
up,827.03,0.6238888888888889
up,661.492,0.6885714285714286
up,870.483,0.6523076923076924
up,1203.293,0.6471428571428572
up,881.451,0.6399999999999999
up,1491.433,0.6357894736842106
up,770.58,0.6175
up,4241.732,0.7275806451612903
up,1178.248,0.6360714285714285
up,1061.714,0.6029166666666667
up,881.388,0.7306666666666667
closed,0.0,0.5402866043613708
closed,133.263,0.62
closed,878.33,0.68125
closed,113.387,0.655
closed,132.025,0.7125000000000001
closed,480.741,0.65375
closed,320.31,0.38499999999999995
closed,130.014,0.7325
closed,473.853,0.7814285714285714
closed,521.828,0.655
closed,466.998,0.7057142857142857
closed,211.11,0.5866666666666667
closed,251.798,0.45200000000000007
closed,253.261,0.6133333333333333
closed,305.093,0.37333333333333335
closed,214.827,0.61
closed,475.609,0.7185714285714286
closed,313.809,0.394
closed,884.555,0.6607692307692307
closed,307.208,0.355
closed,392.233,0.7525
closed,343.492,0.48200000000000004
closed,254.576,0.6266666666666666
closed,256.939,0.5666666666666668
closed,296.914,0.3666666666666667
closed,309.951,0.39999999999999997
closed,253.526,0.48599999999999993
closed,886.959,0.5823076923076923
closed,303.959,0.39249999999999996
closed,193.54,0.5933333333333333
closed,877.611,0.6895833333333333
closed,614.55,0.7055555555555555
closed,483.654,0.6499999999999999
closed,2031.608,0.6732
closed,309.693,0.40875
closed,252.946,0.488
closed,388.857,0.7224999999999999
closed,299.055,0.37777777777777777
closed,345.915,0.545
closed,299.12,0.38333333333333336
closed,306.85,0.3875
closed,205.098,0.635
closed,564.329,0.6141176470588235
closed,197.762,0.66
closed,192.439,0.43600000000000005
closed,584.558,0.50875
closed,200.608,0.4760000000000001
closed,496.212,0.64625
closed,301.327,0.28333333333333327
closed,513.624,0.48200000000000004
closed,211.245,0.6266666666666667
closed,904.147,0.7095833333333333
closed,250.968,0.6619999999999999
closed,204.728,0.785
closed,368.334,0.33999999999999997
closed,386.103,0.725
closed,379.71,0.4475
closed,203.116,0.6733333333333333
closed,340.818,0.7250000000000001
closed,139.254,0.365
closed,340.947,0.775
closed,642.213,0.5522222222222223
closed,194.333,0.5666666666666665
closed,377.876,0.5225
closed,533.32,0.495
closed,385.799,0.666
closed,305.312,0.3
closed,202.042,0.5157142857142857
closed,626.047,0.7188888888888889
closed,580.67,0.6188888888888888
closed,365.01,0.28800000000000003
closed,251.323,0.665
closed,313.238,0.425
closed,139.546,0.415
closed,251.947,0.845
closed,563.745,0.6058823529411764
closed,519.974,0.5533333333333333
closed,191.871,0.65
closed,880.219,0.6769230769230768
closed,138.282,0.365
closed,256.528,0.77
closed,193.927,0.6016666666666667
closed,248.324,0.6499999999999999
closed,193.819,0.6833333333333332
closed,243.563,0.325
closed,633.548,0.6437499999999999
closed,355.32,0.466
closed,620.653,0.53
closed,376.759,0.5466666666666667
closed,333.672,0.775
